,Time_Start_seconds,Day_Of_Year_day,Latitude_deg,Longitude_deg,Radar_Altitude_m,Static_Pressure_Pa,Time_Stop_seconds,Pressure_Altitude_ft,Static_Air_Temp_degreesCelcius,Static_Pressure_hPa,Solar_Zenith_Angle_deg,Smoke_flag_SCHWARZ_none,CH2O_ISAF_HANISCO_pptv,CH2O_CAMS_pptv_FRIED_pptv,HCHO_mod_ppmv
2019-07-22 18:16:00,65804.5,203,34.619526,-118.08791,79.50708,91823.433,65805.5,2700.1333,32.981,918.23433,26.923333,,,1948.1,0.001342605
2019-07-22 18:17:00,65849.5,203,34.602774,-118.1244,344.00998,88872.7,65850.5,3584.3667,29.769167,888.727,26.815,,1467.4182,2073.05,0.0012369647
2019-07-22 18:18:00,65909.5,203,34.629327,-118.17237,649.3002,85968.517,65910.5,4479.4167,27.097833,859.68517,26.666667,,1198.8558,1293.8182,0.00110142
2019-07-22 18:19:00,65969.5,203,34.679303,-118.14612,821.30392,84848.25,65970.5,4829.0,26.6565,848.4825,26.491667,,838.5475,962.56667,0.00069132552
2019-07-22 18:20:00,66029.5,203,34.674248,-118.07301,1104.4936,82162.183,66030.5,5689.2833,24.465833,821.62183,26.25,,867.58917,1165.7,0.00056229177
2019-07-22 18:21:00,66089.5,203,34.647433,-117.99472,1303.6423,80036.883,66090.5,6382.0833,22.647333,800.36883,25.998333,,794.63583,1042.75,0.00049085938
2019-07-22 18:22:00,66149.5,203,34.616345,-117.9164,1330.7339,79434.667,66150.5,6582.65,22.107167,794.34667,25.743333,,873.62583,1294.7833,0.00051546493
2019-07-22 18:23:00,66209.5,203,34.583278,-117.8362,1856.0364,74296.217,66210.5,8344.0333,17.080333,742.96217,25.491667,,877.01417,1008.6167,0.00049615017
2019-07-22 18:24:00,66269.5,203,34.551177,-117.75509,2411.2626,69176.3,66270.5,10188.433,11.928,691.763,25.23,,1086.2683,1240.8333,0.00047859413
2019-07-22 18:25:00,66329.5,203,34.518271,-117.67643,2384.7654,68599.283,66330.5,10402.767,11.384333,685.99283,24.983333,,1157.2942,1393.4333,0.00047859413
2019-07-22 18:26:00,66389.5,203,34.481818,-117.59974,2289.3604,68586.5,66390.5,10407.533,11.240167,685.865,24.723333,,1062.2375,1339.25,0.00045490274
2019-07-22 18:27:00,66449.5,203,34.434494,-117.52991,2207.7909,68575.25,66450.5,10411.717,11.173,685.7525,24.48,,1043.2092,1202.7833,0.00057286641
2019-07-22 18:28:00,66509.5,203,34.387709,-117.46141,2151.6797,68586.583,66510.5,10407.55,11.088333,685.86583,24.22,,955.575,1062.35,0.00046270937
2019-07-22 18:29:00,66569.5,203,34.342015,-117.39342,1982.5868,70550.183,66570.5,9685.5667,13.101167,705.50183,23.978333,,897.38917,1041.7273,0.00047839544
2019-07-22 18:30:00,66629.5,203,34.290245,-117.32499,1409.2098,75808.0,66630.5,7814.0167,18.422667,758.08,23.716667,,865.89167,930.55,0.0004815647
2019-07-22 18:31:00,66689.5,203,34.217078,-117.31381,1052.4007,79751.517,66690.5,6478.9833,21.647167,797.51517,23.498333,,1166.7092,1614.35,0.00095566141
2019-07-22 18:32:00,66749.5,203,34.160749,-117.35539,1177.7396,84199.85,66750.5,5036.15,23.441333,841.9985,23.325,,1966.4183,2514.6,0.00095566141
2019-07-22 18:33:00,66809.5,203,34.15756,-117.45002,698.21552,88402.283,66810.5,3728.2167,25.9365,884.02283,23.213333,,1631.9833,2285.1333,0.0012585975
2019-07-22 18:34:00,66869.5,203,34.156438,-117.54241,408.87396,90757.967,66870.5,3016.0833,26.919667,907.57967,23.096667,,2413.5258,3097.3167,0.0015879913
2019-07-22 18:35:00,66929.5,203,34.155081,-117.62671,376.46864,90684.867,66930.5,3038.3667,26.599167,906.84867,22.976667,,2107.9333,2790.5167,0.001794121
2019-07-22 18:36:00,66989.5,203,34.154188,-117.71356,614.15168,88035.35,66990.5,3839.1333,26.4025,880.3535,22.865,,1032.4892,1530.8167,0.00074014463
2019-07-22 18:37:00,67049.5,203,34.155003,-117.8,535.81554,88497.933,67050.5,3698.3833,26.671167,884.97933,22.753333,,1299.7167,1774.3333,0.00075418584
2019-07-22 18:38:00,67109.5,203,34.154379,-117.88497,491.5662,91874.183,67110.5,2685.35,24.1905,918.74183,22.638333,,3676.8142,4786.3667,0.0024457921
2019-07-22 18:39:00,67169.5,203,34.156368,-117.96537,418.25418,93441.017,67170.5,2224.6667,23.163333,934.41017,22.525,,2897.5958,3234.8367,0.0018865587
2019-07-22 18:40:00,67229.5,203,34.158334,-118.03935,375.26468,94646.833,67230.5,1874.55,21.444667,946.46833,22.401667,,4620.1667,6061.2121,0.0018865587
2019-07-22 18:41:00,67289.5,203,34.147742,-118.108,343.59342,94847.0,67290.5,1816.8,20.8985,948.47,22.263333,,4426.4125,5636.0833,0.00211836
2019-07-22 18:42:00,67349.5,203,34.13515,-118.17557,384.9878,94447.3,67350.5,1932.2,21.209167,944.473,22.14,,4084.5175,5318.0333,0.00211836
2019-07-22 18:43:00,67409.5,203,34.123722,-118.24882,587.11592,93022.617,67410.5,2346.7833,22.936333,930.22617,22.015,,2748.7633,3567.35,0.0020021098
2019-07-22 18:44:00,67469.5,203,34.110787,-118.31949,581.6854,92739.5,67470.5,2429.5333,23.6655,927.395,21.873333,,2508.52,3303.9833,0.0020021098
2019-07-22 18:45:00,67529.5,203,34.098053,-118.39107,530.30374,92965.667,67530.5,2363.2667,23.658833,929.65667,21.751667,,2479.9817,3266.5,0.0019178749
2019-07-22 18:46:00,67589.5,203,34.086251,-118.46168,522.5034,92769.117,67590.5,2420.95,24.174667,927.69117,21.628333,,2362.6983,3243.0667,0.0019178749
2019-07-22 18:47:00,67649.5,203,34.07455,-118.53213,667.6136,90402.717,67650.5,3123.0833,25.860333,904.02717,21.491667,,1028.73,1786.2667,0.0019349132
2019-07-22 18:48:00,67709.5,203,34.058789,-118.60413,685.28946,89583.15,67710.5,3368.6333,26.769667,895.8315,21.361667,,461.45333,1078.0833,0.0019349132
2019-07-22 18:49:00,67769.5,203,34.042736,-118.67594,795.83534,91360.783,67770.5,2837.8333,24.610167,913.60783,21.24,,1479.7008,2077.9167,0.0012008367
2019-07-22 18:50:00,67829.5,203,34.032179,-118.74682,576.95338,94246.55,67830.5,1990.6833,22.1025,942.4655,21.116667,,2216.0508,2876.1724,0.0014073875
2019-07-22 18:51:00,67889.5,203,34.022967,-118.81532,488.13466,95360.9,67890.5,1669.7667,21.734167,953.609,20.976667,,1916.5158,2483.283,0.0014044667
2019-07-22 18:52:00,67949.5,203,34.013415,-118.88534,317.2206,97754.15,67950.5,989.51667,17.3635,977.5415,20.858333,,1476.6158,1554.05,0.00096064073
2019-07-22 18:53:00,68009.5,203,33.980044,-118.92628,294.7416,98006.533,68010.5,918.55,16.765333,980.06533,20.701667,,1589.88,1703.25,0.00096064073
2019-07-22 18:54:00,68069.5,203,33.925685,-118.92573,306.07508,97892.917,68070.5,950.41667,17.1225,978.92917,20.503333,,1461.8417,1634.3833,0.00096064073
2019-07-22 18:55:00,68129.5,203,33.865775,-118.92539,312.64352,97869.7,68130.5,956.95,15.917333,978.697,20.303333,,668.79333,379.51667,0.00080486998
2019-07-22 18:56:00,68189.5,203,33.807395,-118.9265,439.3692,96419.217,68190.5,1366.8833,20.007833,964.19217,20.103333,,704.05167,888.74074,0.00072053238
2019-07-22 18:57:00,68249.5,203,33.746241,-118.9277,516.72998,95603.25,68250.5,1600.2333,20.298667,956.0325,19.903333,,593.96583,813.2,0.00054641208
2019-07-22 18:58:00,68309.5,203,33.68584,-118.9295,600.3798,94647.95,68310.5,1874.1833,21.373,946.4795,19.705,,558.48083,740.83333,0.00066217745
2019-07-22 18:59:00,68369.5,203,33.6259,-118.92839,599.22918,94665.367,68370.5,1869.1667,21.361333,946.65367,19.505,,543.14667,509.72414,0.00038341631
2019-07-22 19:00:00,68429.5,203,33.600129,-118.87756,598.71356,94668.617,68430.5,1868.2167,22.130333,946.68617,19.295,,530.1,595.58333,0.00038341631
2019-07-22 19:01:00,68489.5,203,33.59948,-118.80385,514.29412,95599.283,68490.5,1601.1333,21.442167,955.99283,19.091667,,655.65917,635.45,0.00044623762
2019-07-22 19:02:00,68549.5,203,33.5995,-118.73406,469.8746,96075.967,68550.5,1464.5167,21.26,960.75967,18.89,,729.19917,819.31667,0.00046747111
2019-07-22 19:03:00,68609.5,203,33.599618,-118.66519,466.63102,96104.7,68610.5,1456.35,20.221833,961.047,18.691667,,780.27917,696.88679,0.00046747111
2019-07-22 19:04:00,68669.5,203,33.600233,-118.59822,330.96708,97622.533,68670.5,1026.8667,16.242833,976.22533,18.496667,,763.76917,315.17241,0.0006165395
2019-07-22 19:05:00,68729.5,203,33.600055,-118.53334,296.0243,98021.067,68730.5,914.46667,16.167,980.21067,18.305,,755.70167,263.51667,0.0006165395
2019-07-22 19:06:00,68789.5,203,33.600722,-118.46925,296.64152,98012.65,68790.5,916.83333,16.038167,980.1265,18.116667,,778.4725,460.43333,0.00069306174
2019-07-22 19:07:00,68849.5,203,33.601149,-118.40426,297.8277,97983.467,68850.5,925.0,16.3155,979.83467,17.933333,,871.81667,603.6,0.00069306174
2019-07-22 19:08:00,68909.5,203,33.600924,-118.33836,295.82872,97998.567,68910.5,920.76667,16.403,979.98567,17.746667,,974.6575,663.73333,0.00064896245
2019-07-22 19:09:00,68969.5,203,33.600297,-118.27246,299.50918,97952.633,68970.5,933.66667,16.683333,979.52633,17.558333,,1210.0375,1095.6833,0.00064896245
2019-07-22 19:10:00,69029.5,203,33.608448,-118.21,294.9702,97979.333,69030.5,926.16667,17.290667,979.79333,17.388333,,1869.7392,1950.55,0.00064896245
2019-07-22 19:11:00,69089.5,203,33.635113,-118.15276,302.66132,97940.15,69090.5,937.2,18.385833,979.4015,17.241667,,1657.9625,1656.2333,0.00065301248
2019-07-22 19:12:00,69149.5,203,33.660512,-118.09235,716.26222,93513.283,69150.5,2209.4833,24.427333,935.13283,17.08,,964.165,1422.9833,0.0014952667
2019-07-22 19:13:00,69209.5,203,33.6883,-118.033,1091.3262,89501.467,69210.5,3393.2833,26.726,895.01467,16.941667,,788.83667,1177.8667,0.0013903934
2019-07-22 19:14:00,69269.5,203,33.733551,-117.99211,1086.5688,89434.083,69270.5,3413.6167,26.8075,894.34083,16.823333,,735.45417,1061.6765,0.0013903934
2019-07-22 19:15:00,69329.5,203,33.782628,-117.95511,1068.5399,89440.15,69330.5,3411.7667,26.663667,894.4015,16.711667,,871.43167,1110.5625,0.0014805391
2019-07-22 19:16:00,69389.5,203,33.830944,-117.91898,1050.2494,89434.083,69390.5,3413.65,26.698,894.34083,16.595,,929.6125,1255.0667,0.001583263
2019-07-22 19:17:00,69449.5,203,33.853333,-117.86022,1027.0592,89439.25,69450.5,3412.1,26.525333,894.3925,16.458333,,1042.2636,1562.3,0.0015810402
2019-07-22 19:18:00,69509.5,203,33.855104,-117.79191,988.89058,89544.133,69510.5,3380.4333,26.209167,895.44133,16.31,,2431.1524,2951.5333,0.0015810402
2019-07-22 19:19:00,69569.5,203,33.864562,-117.72185,728.37802,91361.55,69570.5,2837.1833,25.040667,913.6155,16.158333,,3142.0517,4099.8833,0.0017176439
2019-07-22 19:20:00,69629.5,203,33.876379,-117.6548,484.17988,94053.65,69630.5,2046.5333,24.389833,940.5365,16.031667,,2997.9533,3813.1818,0.001821032
2019-07-22 19:21:00,69689.5,203,33.87706,-117.58649,346.09786,95143.967,69690.5,1731.3667,24.146833,951.43967,15.871667,,3565.7783,4554.7667,0.0016978686
2019-07-22 19:22:00,69749.5,203,33.881606,-117.51628,326.29856,95338.133,69750.5,1675.6667,24.672333,953.38133,15.741667,,4028.2775,5405.45,0.0016713201
2019-07-22 19:23:00,69809.5,203,33.895263,-117.445,341.99322,94578.15,69810.5,1894.4333,24.753333,945.7815,15.621667,,4645.1733,6125.1667,0.0017280559
2019-07-22 19:24:00,69869.5,203,33.924564,-117.38454,341.10168,94120.933,69870.5,2026.7,24.858167,941.20933,15.503333,,4486.7667,5942.4,0.0017280559
2019-07-22 19:25:00,69929.5,203,33.975734,-117.34586,331.40142,94306.75,69930.5,1972.8667,25.898167,943.0675,15.426667,,4727.8642,6259.05,0.0019115412
2019-07-22 19:26:00,69989.5,203,34.031326,-117.32396,335.31556,94254.267,69990.5,1988.0667,26.126,942.54267,15.4,,5131.325,7039.2333,0.00201442
2019-07-22 19:27:00,70049.5,203,34.089072,-117.33153,331.83068,93973.683,70050.5,2069.5333,27.020667,939.73683,15.31,,4865.6033,6756.1,0.00201442
2019-07-22 19:28:00,70109.5,203,34.134716,-117.36683,463.7913,91668.167,70110.5,2745.6333,27.826333,916.68167,15.3,,3711.1117,5026.4167,0.0017260341
2019-07-22 19:29:00,70169.5,203,34.146731,-117.43794,545.64534,90079.467,70170.5,3220.0333,27.4135,900.79467,15.236667,,2756.6922,3660.0833,0.0012198815
2019-07-22 19:30:00,70229.5,203,34.151227,-117.51469,618.5281,89242.35,70230.5,3471.6167,27.185667,892.4235,15.2,,1631.5167,1890.8571,0.0013187777
2019-07-22 19:31:00,70289.5,203,34.153779,-117.58939,541.29178,89257.7,70290.5,3466.9833,26.603167,892.577,15.111667,,2084.6017,2670.5152,0.001699046
2019-07-22 19:32:00,70349.5,203,34.154416,-117.65998,490.855,89232.167,70350.5,3474.7167,26.844333,892.32167,15.078333,,1706.0525,2299.3704,0.001760025
2019-07-22 19:33:00,70409.5,203,34.154059,-117.7367,504.30938,89270.583,70410.5,3463.0667,26.546833,892.70583,15.0,,2463.1917,3275.2143,0.00071081734
2019-07-22 19:34:00,70469.5,203,34.153185,-117.814,391.21334,90279.333,70470.5,3160.55,26.3995,902.79333,14.956667,,3423.0775,6901.8261,0.00086790381
2019-07-22 19:35:00,70529.5,203,34.14847,-117.89082,466.70976,93343.017,70530.5,2253.3667,24.026833,933.43017,14.9,,5228.4183,7537.122,0.0029691893
2019-07-22 19:36:00,70589.5,203,34.15326,-117.96225,394.84554,94328.367,70590.5,1966.5667,22.601667,943.28367,14.835,,5316.1908,7336.7381,0.0030272405
2019-07-22 19:37:00,70649.5,203,34.160418,-118.03427,339.11286,94952.167,70650.5,1786.5333,22.4525,949.52167,14.8,,5262.0733,7037.4,0.0024185688
2019-07-22 19:38:00,70709.5,203,34.174385,-118.10137,501.40616,92343.617,70710.5,2549.5167,22.869333,923.43617,14.788333,,4272.47,5873.55,0.002069372
2019-07-22 19:39:00,70769.5,203,34.221011,-118.15103,738.76154,86155.317,70770.5,4425.8333,25.609167,861.55317,14.7,,1198.7975,1565.35,0.00090211025
2019-07-22 19:40:00,70829.5,203,34.272119,-118.20335,1259.9137,79889.7,70830.5,6432.9167,21.484667,798.897,14.7,,688.9525,729.98333,0.0005676251
2019-07-22 19:41:00,70889.5,203,34.325868,-118.26878,1643.3521,74612.333,70890.5,8234.6667,17.0405,746.12333,14.7,,831.32583,819.48333,0.00045892288
2019-07-22 19:42:00,70949.5,203,34.380997,-118.33629,2338.0268,68143.533,70950.5,10580.517,10.484,681.43533,14.748333,,865.04083,971.51667,0.00044987391
2019-07-22 19:43:00,71009.5,203,34.435758,-118.4052,3513.2442,62959.3,71010.5,12593.9,5.2575,629.593,14.8,,666.08667,675.58333,0.00038920937
2019-07-22 19:44:00,71069.5,203,34.493756,-118.47573,4048.473,58818.2,71070.5,14301.433,0.86116667,588.182,14.8,,536.03417,536.78333,0.00034391688
2019-07-22 19:45:00,71129.5,203,34.555592,-118.54722,4497.7075,54846.217,71130.5,16034.05,-2.8658333,548.46217,14.8,,432.06,415.26829,0.00028526669
2019-07-22 19:46:00,71189.5,203,34.613999,-118.6248,4438.6246,53818.95,71190.5,16495.533,-3.7713333,538.1895,14.8,,385.90833,470.55556,0.00028526669
2019-07-22 19:47:00,71249.5,203,34.677759,-118.70574,4428.4011,53658.783,71250.5,16568.883,-4.113,536.58783,14.826667,,414.50583,440.8,0.00027755706
2019-07-22 19:48:00,71309.5,203,34.746211,-118.78329,4556.6686,52103.133,71310.5,17288.317,-5.9378333,521.03133,14.9,,381.12,385.65,0.00027571342
2019-07-22 19:49:00,71369.5,203,34.818281,-118.85532,4404.0984,52044.033,71370.5,17317.633,-5.7076667,520.44033,14.9,,363.40583,405.56522,0.00028251699
2019-07-22 19:50:00,71429.5,203,34.909438,-118.90565,3883.5686,57145.283,71430.5,15021.5,-0.854,571.45283,14.981667,,489.47917,547.2037,0.00033678423
2019-07-22 19:51:00,71489.5,203,34.998642,-118.95917,4373.2272,58495.65,71490.5,14434.917,1.0401667,584.9565,15.003333,,514.85083,484.11667,0.00034340122
2019-07-22 19:52:00,71549.5,203,35.082669,-119.0085,4517.6288,58805.283,71550.5,14303.967,1.2575,588.05283,15.1,,468.7775,467.05,0.00036491573
2019-07-22 19:53:00,71609.5,203,35.166194,-119.0525,4530.6996,59058.133,71610.5,14197.517,1.3306667,590.58133,15.116667,,495.98583,416.73333,0.00035818265
2019-07-22 19:54:00,71669.5,203,35.247234,-119.09779,4589.2364,58467.417,71670.5,14447.0,0.5295,584.67417,15.2,,499.82667,340.75,0.00035762935
2019-07-22 19:55:00,71729.5,203,35.334204,-119.1462,4581.6876,58466.45,71730.5,14447.333,0.518,584.6645,15.248333,,465.62667,388.35294,0.00035188062
2019-07-22 19:56:00,71789.5,203,35.426513,-119.19606,4590.1712,58436.667,71790.5,14460.033,0.71783333,584.36667,15.31,,465.66833,343.58333,0.00034749354
2019-07-22 19:57:00,71849.5,203,35.521322,-119.24697,4582.226,58436.833,71850.5,14459.95,0.68033333,584.36833,15.4,,460.78583,349.7,0.0003443351
2019-07-22 19:58:00,71909.5,203,35.617496,-119.29641,4589.0231,58441.783,71910.5,14457.95,0.631,584.41783,15.48,,463.20667,424.41667,0.00034042483
2019-07-22 19:59:00,71969.5,203,35.718773,-119.29443,4603.7271,58464.567,71970.5,14448.183,0.52916667,584.64567,15.558333,,485.90583,411.5,0.00034042483
2019-07-22 20:00:00,72029.5,203,35.817569,-119.32105,4623.0489,58441.4,72030.5,14458.117,0.6285,584.414,15.641667,,478.31833,418.06667,0.00033594776
2019-07-22 20:01:00,72089.5,203,35.91029,-119.3698,4633.2115,58460.35,72090.5,14450.017,0.87133333,584.6035,15.72,,492.46917,396.55,0.00033205395
2019-07-22 20:02:00,72149.5,203,36.000892,-119.41946,4633.4375,58460.983,72150.5,14449.75,0.85616667,584.60983,15.8,,501.225,471.81667,0.00032912477
2019-07-22 20:03:00,72209.5,203,36.090163,-119.46897,4633.2623,58462.8,72210.5,14448.95,0.92733333,584.628,15.9,,483.54583,491.83333,0.00032662702
2019-07-22 20:04:00,72269.5,203,36.178624,-119.51791,4628.7309,58461.667,72270.5,14449.4,0.92566667,584.61667,15.981667,,454.33583,493.88333,0.000324922
2019-07-22 20:05:00,72329.5,203,36.266252,-119.56641,4639.6758,58355.667,72330.5,14494.617,0.75133333,583.55667,16.065,,476.65583,402.1,0.00031784232
2019-07-22 20:06:00,72389.5,203,36.353281,-119.61463,4630.6537,58366.4,72390.5,14490.0,0.67133333,583.664,16.15,,475.99167,494.88235,0.00031853368
2019-07-22 20:07:00,72449.5,203,36.440054,-119.66281,4626.0842,58366.633,72450.5,14489.917,0.66083333,583.66633,16.236667,,461.105,429.41667,0.00031929955
2019-07-22 20:08:00,72509.5,203,36.527945,-119.71152,4622.7644,58374.25,72510.5,14486.75,0.8585,583.7425,16.33,,469.69417,450.51667,0.00031929955
2019-07-22 20:09:00,72569.5,203,36.610257,-119.77452,4621.9186,58375.883,72570.5,14486.0,1.1378333,583.75883,16.4,,443.07917,498.11667,0.00031957513
2019-07-22 20:10:00,72629.5,203,36.673501,-119.86807,4627.278,58362.917,72630.5,14491.55,1.101,583.62917,16.495,,403.86917,541.66667,0.00032083393
2019-07-22 20:11:00,72689.5,203,36.766087,-119.93331,4621.0677,58359.9,72690.5,14492.783,1.189,583.599,16.585,,381.9575,486.98333,0.00032281518
2019-07-22 20:12:00,72749.5,203,36.867051,-119.99297,4622.4495,58338.467,72750.5,14501.9,1.2006667,583.38467,16.698333,,375.03,515.30435,0.00032374979
2019-07-22 20:13:00,72809.5,203,36.970659,-120.05223,4615.7337,58344.817,72810.5,14499.217,1.2591667,583.44817,16.818333,,359.33667,541.74074,0.00032353209
2019-07-22 20:14:00,72869.5,203,37.075028,-120.11108,4612.0914,58352.35,72870.5,14495.983,1.393,583.5235,16.933333,,348.30667,467.43333,0.00032021577
2019-07-22 20:15:00,72929.5,203,37.178842,-120.1701,4610.6131,58356.417,72930.5,14494.217,1.4,583.56417,17.048333,,353.79917,464.11667,0.00031482321
2019-07-22 20:16:00,72989.5,203,37.281373,-120.22843,4611.2786,58360.733,72990.5,14492.383,1.3646667,583.60733,17.165,,375.555,445.71667,0.00030416253
2019-07-22 20:17:00,73049.5,203,37.382889,-120.28649,4602.0431,58367.3,73050.5,14489.617,1.5928333,583.673,17.28,,379.35167,524.2,0.00029300354
2019-07-22 20:18:00,73109.5,203,37.483625,-120.34438,4557.0242,58444.2,73110.5,14456.9,1.9613333,584.442,17.406667,,364.90833,499.81667,0.00028244196
2019-07-22 20:19:00,73169.5,203,37.582695,-120.4005,4144.1319,61542.383,73170.5,13168.217,4.8795,615.42383,17.528333,,393.11333,578.73333,0.00029757389
2019-07-22 20:20:00,73229.5,203,37.678593,-120.45544,3534.7808,66057.367,73230.5,11372.783,8.658,660.57367,17.641667,,384.3225,477.4,0.0003775192
2019-07-22 20:21:00,73289.5,203,37.768376,-120.50838,3125.7062,68629.133,73290.5,10392.167,10.428667,686.29133,17.753333,,397.88833,495.15385,0.00044030673
2019-07-22 20:22:00,73349.5,203,37.849764,-120.55438,2827.1546,70605.85,73350.5,9661.45,11.890667,706.0585,17.86,,444.66417,266.01786,0.00046777481
2019-07-22 20:23:00,73409.5,203,37.927212,-120.60052,2436.9674,74829.467,73410.5,8153.7,15.867833,748.29467,17.965,,456.88083,361.26667,0.00046335196
2019-07-22 20:24:00,73469.5,203,38.004038,-120.64633,1821.655,77877.167,73470.5,7105.0167,18.100333,778.77167,18.07,,406.5775,307.06667,0.00048538623
2019-07-22 20:25:00,73529.5,203,38.077676,-120.6897,1316.548,81369.45,73530.5,5946.1667,20.39,813.6945,18.173333,,986.47583,1157.3,0.0010151931
2019-07-22 20:26:00,73589.5,203,38.137333,-120.74606,984.58274,85427.8,73590.5,4649.4167,22.455833,854.278,18.276667,,2882.7758,4043.0167,0.0010602096
2019-07-22 20:27:00,73649.5,203,38.122139,-120.83367,898.58596,89408.383,73650.5,3422.6167,25.042333,894.08383,18.3,,2232.2925,2982.1167,0.0010602096
2019-07-22 20:28:00,73709.5,203,38.089305,-120.91697,680.99686,93038.9,73710.5,2342.9167,27.322,930.389,18.3,,2257.4183,2928.1667,0.0027217614
2019-07-22 20:29:00,73769.5,203,38.065364,-121.00038,425.81322,95953.617,73770.5,1500.1333,28.213833,959.53617,18.3,,2635.5117,3408.4167,0.0025320787
2019-07-22 20:30:00,73829.5,203,38.039647,-121.07834,378.3965,96670.667,73830.5,1295.4667,27.890667,966.70667,18.3,,2568.5033,3329.0167,0.0023954296
2019-07-22 20:31:00,73889.5,203,38.017857,-121.16134,365.2901,96950.667,73890.5,1216.1667,27.978167,969.50667,18.3,,2552.5883,3293.5333,0.0019968476
2019-07-22 20:32:00,73949.5,203,37.996787,-121.24296,356.68204,97150.317,73950.5,1159.6167,28.323167,971.50317,18.3,,2442.3783,2853.3667,0.0019968476
2019-07-22 20:33:00,74009.5,203,37.974595,-121.32642,366.10544,97130.5,74010.5,1165.2,27.8995,971.305,18.3,,2295.9583,2764.9038,0.0019043672
2019-07-22 20:34:00,74069.5,203,37.95145,-121.41175,374.34266,97115.133,74070.5,1169.5333,28.074167,971.15133,18.3,,1716.1908,2080.8333,0.0018318434
2019-07-22 20:35:00,74129.5,203,37.92849,-121.49569,365.379,97223.233,74130.5,1139.0333,28.185167,972.23233,18.378333,,1736.7775,2166.7833,0.0018318434
2019-07-22 20:36:00,74189.5,203,37.877741,-121.53395,304.78984,97879.4,74190.5,954.23333,28.992,978.794,18.4,,2177.9708,2737.7667,0.0021468252
2019-07-22 20:37:00,74249.5,203,37.811208,-121.50282,298.323,97910.167,74250.5,945.56667,29.306833,979.10167,18.4,,2453.4142,3070.7167,0.0021530217
2019-07-22 20:38:00,74309.5,203,37.752073,-121.45701,286.21228,97918.883,74310.5,943.13333,29.273333,979.18883,18.4,,2688.1192,3404.0,0.0021530217
2019-07-22 20:39:00,74369.5,203,37.697659,-121.40531,275.69668,97777.45,74370.5,982.95,29.282667,977.7745,18.4,,2842.575,3813.6833,0.0018475262
2019-07-22 20:40:00,74429.5,203,37.638201,-121.37203,365.28756,96452.233,74430.5,1357.9667,28.112833,964.52233,18.401667,,2493.5617,3245.4833,0.0018499716
2019-07-22 20:41:00,74489.5,203,37.628638,-121.3029,357.51008,96761.55,74490.5,1270.0,28.085833,967.6155,18.515,,2416.9825,3118.7167,0.0018499716
2019-07-22 20:42:00,74549.5,203,37.653859,-121.22285,328.55154,97457.983,74550.5,1072.8333,28.549167,974.57983,18.633333,,2698.4417,3486.65,0.0017311862
2019-07-22 20:43:00,74609.5,203,37.677683,-121.14127,310.4642,97610.45,74610.5,1029.85,28.675833,976.1045,18.753333,,3051.915,4048.5333,0.0017311862
2019-07-22 20:44:00,74669.5,203,37.700745,-121.06073,306.31892,97533.383,74670.5,1051.5667,28.975,975.33383,18.875,,2953.4083,3804.4038,0.0018241251
2019-07-22 20:45:00,74729.5,203,37.725268,-120.9776,302.8823,97434.633,74730.5,1079.3833,28.779333,974.34633,19.023333,,3153.3808,4216.0,0.0020196314
2019-07-22 20:46:00,74789.5,203,37.749894,-120.89571,404.34006,96291.933,74790.5,1403.1667,28.458333,962.91933,19.15,,2823.1542,3566.3833,0.0019778945
2019-07-22 20:47:00,74849.5,203,37.772843,-120.81669,398.40916,96114.717,74850.5,1453.5,28.979667,961.14717,19.281667,,2866.5225,3730.6667,0.0020966213
2019-07-22 20:48:00,74909.5,203,37.796228,-120.73725,394.3858,96119.917,74910.5,1452.0667,29.3855,961.19917,19.433333,,2481.4617,3134.5833,0.002225867
2019-07-22 20:49:00,74969.5,203,37.817894,-120.65221,362.36148,95974.533,74970.5,1493.5833,30.228167,959.74533,19.565,,2543.8525,3259.3333,0.002225867
2019-07-22 20:50:00,75029.5,203,37.789363,-120.58098,372.85422,94809.717,75030.5,1827.5833,29.906833,948.09717,19.685,,2382.9583,3084.65,0.0020764056
2019-07-22 20:51:00,75089.5,203,37.723895,-120.55262,391.39622,95935.083,75090.5,1505.8667,30.592833,959.35083,19.7,,2344.6375,2977.0333,0.0020764056
2019-07-22 20:52:00,75149.5,203,37.661296,-120.52667,326.39762,96608.267,75150.5,1313.1833,30.887667,966.08267,19.8,,2301.2258,2972.0833,0.0025966519
2019-07-22 20:53:00,75209.5,203,37.59602,-120.49924,329.7428,96529.417,75210.5,1335.5167,30.5565,965.29417,19.831667,,2378.32,3081.4,0.0033974149
2019-07-22 20:54:00,75269.5,203,37.534195,-120.47551,334.28178,96538.95,75270.5,1332.8167,30.484833,965.3895,19.9,,2444.2558,3223.1833,0.0033974149
2019-07-22 20:55:00,75329.5,203,37.489726,-120.51043,339.92312,96732.5,75330.5,1277.8833,30.3245,967.325,19.961667,,2555.7975,3534.2432,0.003141688
2019-07-22 20:56:00,75389.5,203,37.465753,-120.58723,345.27236,96826.367,75390.5,1251.3167,30.16,968.26367,20.0,,2509.9267,3805.1778,0.003141688
2019-07-22 20:57:00,75449.5,203,37.44009,-120.66716,306.6288,97239.2,75450.5,1134.5333,30.152167,972.392,20.08,,3056.7367,4101.7667,0.0022373034
